ddd,estado,cidades
11,SP,EMBU
11,SP,VÁRZEA PAULISTA
11,SP,VARGEM GRANDE PAULISTA
11,SP,VARGEM
11,SP,TUIUTI
11,SP,TABOÃO DA SERRA
11,SP,SUZANO
11,SP,SÃO ROQUE
11,SP,SÃO PAULO
11,SP,SÃO LOURENÇO DA SERRA
11,SP,SÃO CAETANO DO SUL
11,SP,SÃO BERNARDO DO CAMPO
11,SP,SANTO ANDRÉ
11,SP,SANTANA DE PARNAÍBA
11,SP,SANTA ISABEL
11,SP,SALTO
11,SP,SALESÓPOLIS
11,SP,RIO GRANDE DA SERRA
11,SP,RIBEIRÃO PIRES
11,SP,POÁ
11,SP,PIRAPORA DO BOM JESUS
11,SP,PIRACAIA
11,SP,PINHALZINHO
11,SP,PEDRA BELA
11,SP,OSASCO
11,SP,NAZARÉ PAULISTA
11,SP,MORUNGABA
11,SP,MOGI DAS CRUZES
11,SP,MAUÁ
11,SP,MAIRIPORÃ
11,SP,MAIRINQUE
11,SP,JUQUITIBA
11,SP,JUNDIAÍ
11,SP,JOANÓPOLIS
11,SP,JARINU
11,SP,JANDIRA
11,SP,ITUPEVA
11,SP,ITU
11,SP,ITATIBA
11,SP,ITAQUAQUECETUBA
11,SP,ITAPEVI
11,SP,ITAPECERICA DA SERRA
11,SP,IGARATÁ
11,SP,GUARULHOS
11,SP,GUARAREMA
11,SP,FRANCO DA ROCHA
11,SP,FRANCISCO MORATO
11,SP,FERRAZ DE VASCONCELOS
11,SP,EMBU-GUAÇU
11,SP,DIADEMA
11,SP,COTIA
11,SP,CARAPICUÍBA
11,SP,CAMPO LIMPO PAULISTA
11,SP,CAJAMAR
11,SP,CAIEIRAS
11,SP,CABREÚVA
11,SP,BRAGANÇA PAULISTA
11,SP,BOM JESUS DOS PERDÕES
11,SP,BIRITIBA-MIRIM
11,SP,BARUERI
11,SP,ATIBAIA
11,SP,ARUJÁ
11,SP,ARAÇARIGUAMA
11,SP,ALUMÍNIO
12,SP,UBATUBA
12,SP,TREMEMBÉ
12,SP,TAUBATÉ
12,SP,SILVEIRAS
12,SP,SÃO SEBASTIÃO
12,SP,SÃO LUÍS DO PARAITINGA
12,SP,SÃO JOSÉ DOS CAMPOS
12,SP,SÃO JOSÉ DO BARREIRO
12,SP,SÃO BENTO DO SAPUCAÍ
12,SP,SANTO ANTÔNIO DO PINHAL
12,SP,SANTA BRANCA
12,SP,ROSEIRA
12,SP,REDENÇÃO DA SERRA
12,SP,QUELUZ
12,SP,POTIM
12,SP,PIQUETE
12,SP,PINDAMONHANGABA
12,SP,PARAIBUNA
12,SP,NATIVIDADE DA SERRA
12,SP,MONTEIRO LOBATO
12,SP,LORENA
12,SP,LAVRINHAS
12,SP,LAGOINHA
12,SP,JAMBEIRO
12,SP,JACAREÍ
12,SP,ILHABELA
12,SP,GUARATINGUETÁ
12,SP,CUNHA
12,SP,CRUZEIRO
12,SP,CARAGUATATUBA
12,SP,CANAS
12,SP,CAMPOS DO JORDÃO
12,SP,CACHOEIRA PAULISTA
12,SP,CAÇAPAVA
12,SP,BANANAL
12,SP,AREIAS
12,SP,ARAPEÍ
12,SP,APARECIDA
13,SP,SETE BARRAS
13,SP,SÃO VICENTE
13,SP,SANTOS
13,SP,REGISTRO
13,SP,PRAIA GRANDE
13,SP,PERUÍBE
13,SP,PEDRO DE TOLEDO
13,SP,PARIQUERA-AÇU
13,SP,MONGAGUÁ
13,SP,MIRACATU
13,SP,JUQUIÁ
13,SP,JACUPIRANGA
13,SP,ITARIRI
13,SP,ITANHAÉM
13,SP,ILHA COMPRIDA
13,SP,IGUAPE
13,SP,GUARUJÁ
13,SP,ELDORADO
13,SP,CUBATÃO
13,SP,CANANÉIA
13,SP,CAJATI
13,SP,BERTIOGA
14,SP,IPAUÇU
14,SP,CHAVANTES
14,SP,VERA CRUZ
14,SP,URU
14,SP,UBIRAJARA
14,SP,TUPÃ
14,SP,TORRINHA
14,SP,TIMBURI
14,SP,TEJUPÁ
14,SP,TAQUARITUBA
14,SP,TAGUAÍ
14,SP,SARUTAIÁ
14,SP,SÃO PEDRO DO TURVO
14,SP,SÃO MANUEL
14,SP,SANTA CRUZ DO RIO PARDO
14,SP,SALTO GRANDE
14,SP,SABINO
14,SP,RIBEIRÃO DO SUL
14,SP,REGINÓPOLIS
14,SP,QUINTANA
14,SP,QUEIROZ
14,SP,PROMISSÃO
14,SP,PRESIDENTE ALVES
14,SP,PRATÂNIA
14,SP,PONGAÍ
14,SP,POMPÉIA
14,SP,PIRATININGA
14,SP,PIRAJUÍ
14,SP,PIRAJU
14,SP,PEREIRAS
14,SP,PEDERNEIRAS
14,SP,PAULISTÂNIA
14,SP,PARDINHO
14,SP,PARANAPANEMA
14,SP,OURINHOS
14,SP,OSCAR BRESSANE
14,SP,ORIENTE
14,SP,ÓLEO
14,SP,OCAUÇU
14,SP,MINEIROS DO TIETÊ
14,SP,MARÍLIA
14,SP,MANDURI
14,SP,MACATUBA
14,SP,LUPÉRCIO
14,SP,LUCIANÓPOLIS
14,SP,LINS
14,SP,LENÇÓIS PAULISTA
14,SP,JÚLIO MESQUITA
14,SP,JAÚ
14,SP,ITATINGA
14,SP,ITAPUÍ
14,SP,ITAJU
14,SP,ITAÍ
14,SP,IGARAÇU DO TIETÊ
14,SP,IBIRAREMA
14,SP,IARAS
14,SP,IACRI
14,SP,IACANGA
14,SP,HERCULÂNDIA
14,SP,GUARANTÃ
14,SP,GUAIMBÊ
14,SP,GUAIÇARA
14,SP,GETULINA
14,SP,GARÇA
14,SP,GÁLIA
14,SP,FERNÃO
14,SP,FARTURA
14,SP,ESPÍRITO SANTO DO TURVO
14,SP,DUARTINA
14,SP,DOIS CÓRREGOS
14,SP,CORONEL MACEDO
14,SP,CONCHAS
14,SP,CERQUEIRA CÉSAR
14,SP,CANITAR
14,SP,CAMPOS NOVOS PAULISTA
14,SP,CAFELÂNDIA
14,SP,CABRÁLIA PAULISTA
14,SP,BROTAS
14,SP,BOTUCATU
14,SP,BOREBI
14,SP,BORACÉIA
14,SP,BOFETE
14,SP,BOCAINA
14,SP,BERNARDINO DE CAMPOS
14,SP,BAURU
14,SP,BASTOS
14,SP,BARRA BONITA
14,SP,BARIRI
14,SP,BALBINOS
14,SP,AVARÉ
14,SP,AVAÍ
14,SP,AREIÓPOLIS
14,SP,AREALVA
14,SP,ARCO-ÍRIS
14,SP,ARANDU
14,SP,ANHEMBI
14,SP,ALVINLÂNDIA
14,SP,ÁLVARO DE CARVALHO
14,SP,AGUDOS
14,SP,ÁGUAS DE SANTA BÁRBARA
15,SP,VOTORANTIM
15,SP,TORRE DE PEDRA
15,SP,TIETÊ
15,SP,TATUÍ
15,SP,TAQUARIVAÍ
15,SP,TAPIRAÍ
15,SP,SOROCABA
15,SP,SARAPUÍ
15,SP,SÃO MIGUEL ARCANJO
15,SP,SALTO DE PIRAPORA
15,SP,RIVERSUL
15,SP,RIBEIRÃO GRANDE
15,SP,RIBEIRÃO BRANCO
15,SP,RIBEIRA
15,SP,QUADRA
15,SP,PORTO FELIZ
15,SP,PORANGABA
15,SP,PILAR DO SUL
15,SP,PIEDADE
15,SP,NOVA CAMPINA
15,SP,LARANJAL PAULISTA
15,SP,JUMIRIM
15,SP,ITARARÉ
15,SP,ITAPORANGA
15,SP,ITAPIRAPUÃ PAULISTA
15,SP,ITAPEVA
15,SP,ITAPETININGA
15,SP,ITAÓCA
15,SP,ITABERÁ
15,SP,IPORANGA
15,SP,IPERÓ
15,SP,IBIÚNA
15,SP,GUAREÍ
15,SP,GUAPIARA
15,SP,CESÁRIO LANGE
15,SP,CERQUILHO
15,SP,CAPELA DO ALTO
15,SP,CAPÃO BONITO
15,SP,CAMPINA DO MONTE ALEGRE
15,SP,BURI
15,SP,BOM SUCESSO DE ITARARÉ
15,SP,BOITUVA
15,SP,BARRA DO TURVO
15,SP,BARRA DO CHAPÉU
15,SP,BARÃO DE ANTONINA
15,SP,ARAÇOIABA DA SERRA
15,SP,APIAÍ
15,SP,ANGATUBA
15,SP,ALAMBARI
16,SP,BRODÓSQUI
16,SP,VISTA ALEGRE DO ALTO
16,SP,TRABIJU
16,SP,TAQUARITINGA
16,SP,TAQUARAL
16,SP,TAIÚVA
16,SP,TAIAÇU
16,SP,TABATINGA
16,SP,SERTÃOZINHO
16,SP,SERRANA
16,SP,SERRA AZUL
16,SP,SÃO SIMÃO
16,SP,SÃO JOSÉ DA BELA VISTA
16,SP,SÃO JOAQUIM DA BARRA
16,SP,SÃO CARLOS
16,SP,SANTO ANTÔNIO DA ALEGRIA
16,SP,SANTA ROSA DE VITERBO
16,SP,SANTA LÚCIA
16,SP,SANTA ERNESTINA
16,SP,SANTA CRUZ DA ESPERANÇA
16,SP,SALES OLIVEIRA
16,SP,RINCÃO
16,SP,RIFAINA
16,SP,RIBEIRÃO PRETO
16,SP,RIBEIRÃO CORRENTE
16,SP,RIBEIRÃO BONITO
16,SP,RESTINGA
16,SP,PRADÓPOLIS
16,SP,PONTAL
16,SP,PITANGUEIRAS
16,SP,PEDREGULHO
16,SP,PATROCÍNIO PAULISTA
16,SP,ORLÂNDIA
16,SP,NUPORANGA
16,SP,NOVA EUROPA
16,SP,MOTUCA
16,SP,MORRO AGUDO
16,SP,MONTE ALTO
16,SP,MIGUELÓPOLIS
16,SP,MATÃO
16,SP,LUÍS ANTÔNIO
16,SP,JERIQUARA
16,SP,JARDINÓPOLIS
16,SP,JABOTICABAL
16,SP,ITUVERAVA
16,SP,ITIRAPUÃ
16,SP,ITÁPOLIS
16,SP,IPUÃ
16,SP,IGARAPAVA
16,SP,IBITINGA
16,SP,IBATÉ
16,SP,GUATAPARÁ
16,SP,GUARIBA
16,SP,GUARÁ
16,SP,GAVIÃO PEIXOTO
16,SP,FRANCA
16,SP,FERNANDO PRESTES
16,SP,DUMONT
16,SP,DOURADO
16,SP,DOBRADA
16,SP,CRISTAIS PAULISTA
16,SP,CRAVINHOS
16,SP,CÁSSIA DOS COQUEIROS
16,SP,CÂNDIDO RODRIGUES
16,SP,CAJURU
16,SP,BURITIZAL
16,SP,BORBOREMA
16,SP,BOA ESPERANÇA DO SUL
16,SP,BATATAIS
16,SP,BARRINHA
16,SP,ARARAQUARA
16,SP,ARAMINA
16,SP,AMÉRICO BRASILIENSE
16,SP,ALTINÓPOLIS
17,SP,VOTUPORANGA
17,SP,VITÓRIA BRASIL
17,SP,VIRADOURO
17,SP,VALENTIM GENTIL
17,SP,URUPÊS
17,SP,URÂNIA
17,SP,UNIÃO PAULISTA
17,SP,UCHOA
17,SP,UBARANA
17,SP,TURMALINA
17,SP,TRÊS FRONTEIRAS
17,SP,TERRA ROXA
17,SP,TANABI
17,SP,TABAPUÃ
17,SP,SEVERÍNIA
17,SP,SEBASTIANÓPOLIS DO SUL
17,SP,SÃO JOSÉ DO RIO PRETO
17,SP,SÃO JOÃO DE IRACEMA
17,SP,SÃO JOÃO DAS DUAS PONTES
17,SP,SÃO FRANCISCO
17,SP,SANTA SALETE
17,SP,SANTA RITA D'OESTE
17,SP,SANTANA DA PONTE PENSA
17,SP,SANTA FÉ DO SUL
17,SP,SANTA CLARA D'OESTE
17,SP,SANTA ALBERTINA
17,SP,SANTA ADÉLIA
17,SP,SALES
17,SP,RUBINÉIA
17,SP,RIOLÂNDIA
17,SP,POTIRENDABA
17,SP,POPULINA
17,SP,PONTES GESTAL
17,SP,PONTALINDA
17,SP,POLONI
17,SP,PIRANGI
17,SP,PINDORAMA
17,SP,PEDRANÓPOLIS
17,SP,PAULO DE FARIA
17,SP,PARISI
17,SP,PARANAPUÃ
17,SP,PARAÍSO
17,SP,PALMEIRA D'OESTE
17,SP,PALMARES PAULISTA
17,SP,PALESTINA
17,SP,OUROESTE
17,SP,ORINDIÚVA
17,SP,ONDA VERDE
17,SP,OLÍMPIA
17,SP,NOVO HORIZONTE
17,SP,NOVA LUZITÂNIA
17,SP,NOVAIS
17,SP,NOVA GRANADA
17,SP,NOVA CASTILHO
17,SP,NOVA CANAÃ PAULISTA
17,SP,NOVA ALIANÇA
17,SP,NIPOÃ
17,SP,NHANDEARA
17,SP,NEVES PAULISTA
17,SP,MONTE AZUL PAULISTA
17,SP,MONTE APRAZÍVEL
17,SP,MONÇÕES
17,SP,MIRASSOLÂNDIA
17,SP,MIRASSOL
17,SP,MIRA ESTRELA
17,SP,MESÓPOLIS
17,SP,MERIDIANO
17,SP,MENDONÇA
17,SP,MARINÓPOLIS
17,SP,MARAPOAMA
17,SP,MAGDA
17,SP,MACEDÔNIA
17,SP,MACAUBAL
17,SP,JOSÉ BONIFÁCIO
17,SP,JALES
17,SP,JACI
17,SP,JABORANDI
17,SP,ITAJOBI
17,SP,IRAPUÃ
17,SP,IPIGUÁ
17,SP,INDIAPORÃ
17,SP,ICÉM
17,SP,IBIRÁ
17,SP,GUZOLÂNDIA
17,SP,GUARANI D'OESTE
17,SP,GUARACI
17,SP,GUAPIAÇU
17,SP,GUAÍRA
17,SP,GENERAL SALGADO
17,SP,GASTÃO VIDIGAL
17,SP,FLOREAL
17,SP,FERNANDÓPOLIS
17,SP,ESTRELA D'OESTE
17,SP,EMBAÚBA
17,SP,ELISIÁRIO
17,SP,DOLCINÓPOLIS
17,SP,DIRCE REIS
17,SP,COSMORAMA
17,SP,COLÔMBIA
17,SP,COLINA
17,SP,CEDRAL
17,SP,CATIGUÁ
17,SP,CATANDUVA
17,SP,CARDOSO
17,SP,CAJOBI
17,SP,BEBEDOURO
17,SP,BARRETOS
17,SP,BÁLSAMO
17,SP,BADY BASSITT
17,SP,AURIFLAMA
17,SP,ASPÁSIA
17,SP,ARIRANHA
17,SP,APARECIDA D'OESTE
17,SP,AMÉRICO DE CAMPOS
17,SP,ÁLVARES FLORENCE
17,SP,ALTAIR
17,SP,ADOLFO
18,SP,SANTO ANTÔNIO DO ARACANGUA
18,SP,ZACARIAS
18,SP,VALPARAÍSO
18,SP,TURIÚBA
18,SP,TUPI PAULISTA
18,SP,TEODORO SAMPAIO
18,SP,TARUMÃ
18,SP,TARABAI
18,SP,TACIBA
18,SP,SUZANÁPOLIS
18,SP,SUD MENNUCCI
18,SP,SÃO JOÃO DO PAU D'ALHO
18,SP,SANTÓPOLIS DO AGUAPEÍ
18,SP,SANTO EXPEDITO
18,SP,SANTO ANASTÁCIO
18,SP,SANTA MERCEDES
18,SP,SANDOVALINA
18,SP,SALMOURÃO
18,SP,SAGRES
18,SP,RUBIÁCEA
18,SP,ROSANA
18,SP,RINÓPOLIS
18,SP,RIBEIRÃO DOS ÍNDIOS
18,SP,REGENTE FEIJÓ
18,SP,RANCHARIA
18,SP,QUATÁ
18,SP,PRESIDENTE VENCESLAU
18,SP,PRESIDENTE PRUDENTE
18,SP,PRESIDENTE EPITÁCIO
18,SP,PRESIDENTE BERNARDES
18,SP,PRACINHA
18,SP,PLATINA
18,SP,PLANALTO
18,SP,PIRAPOZINHO
18,SP,PIQUEROBI
18,SP,PIACATU
18,SP,PEREIRA BARRETO
18,SP,PENÁPOLIS
18,SP,PEDRINHAS PAULISTA
18,SP,PAULICÉIA
18,SP,PARAPUÃ
18,SP,PARAGUAÇU PAULISTA
18,SP,PANORAMA
18,SP,PALMITAL
18,SP,PACAEMBU
18,SP,OURO VERDE
18,SP,OSVALDO CRUZ
18,SP,NOVA INDEPENDÊNCIA
18,SP,NOVA GUATAPORANGA
18,SP,NARANDIBA
18,SP,NANTES
18,SP,MURUTINGA DO SUL
18,SP,MONTE CASTELO
18,SP,MIRANTE DO PARANAPANEMA
18,SP,MIRANDÓPOLIS
18,SP,MARTINÓPOLIS
18,SP,MARIÁPOLIS
18,SP,MARACAÍ
18,SP,MARABÁ PAULISTA
18,SP,LUTÉCIA
18,SP,LUIZIÂNIA
18,SP,LUCÉLIA
18,SP,LOURDES
18,SP,LAVÍNIA
18,SP,JUNQUEIRÓPOLIS
18,SP,JOÃO RAMALHO
18,SP,ITAPURA
18,SP,IRAPURU
18,SP,INÚBIA PAULISTA
18,SP,INDIANA
18,SP,ILHA SOLTEIRA
18,SP,IEPÊ
18,SP,GUARARAPES
18,SP,GUARAÇAÍ
18,SP,GLICÉRIO
18,SP,GABRIEL MONTEIRO
18,SP,FLORÍNIA
18,SP,FLÓRIDA PAULISTA
18,SP,FLORA RICA
18,SP,EUCLIDES DA CUNHA PAULISTA
18,SP,ESTRELA DO NORTE
18,SP,EMILIANÓPOLIS
18,SP,ECHAPORÃ
18,SP,DRACENA
18,SP,CRUZÁLIA
18,SP,COROADOS
18,SP,CLEMENTINA
18,SP,CASTILHO
18,SP,CÂNDIDO MOTA
18,SP,CAIUÁ
18,SP,CAIABU
18,SP,BURITAMA
18,SP,BREJO ALEGRE
18,SP,BRAÚNA
18,SP,BORÁ
18,SP,BIRIGUI
18,SP,BILAC
18,SP,BENTO DE ABREU
18,SP,BARBOSA
18,SP,AVANHANDAVA
18,SP,ASSIS
18,SP,ARAÇATUBA
18,SP,ANHUMAS
18,SP,ANDRADINA
18,SP,ÁLVARES MACHADO
18,SP,ALTO ALEGRE
18,SP,ALFREDO MARCONDES
18,SP,ADAMANTINA
19,SP,MOGI-MIRIM
19,SP,MOGI-GUAÇU
19,SP,ESTIVA GERBI
19,SP,VINHEDO
19,SP,VARGEM GRANDE DO SUL
19,SP,VALINHOS
19,SP,TAPIRATIBA
19,SP,TAMBAÚ
19,SP,SUMARÉ
19,SP,SOCORRO
19,SP,SERRA NEGRA
19,SP,SÃO SEBASTIÃO DA GRAMA
19,SP,SÃO PEDRO
19,SP,SÃO JOSÉ DO RIO PARDO
19,SP,SÃO JOÃO DA BOA VISTA
19,SP,SANTO ANTÔNIO DO JARDIM
19,SP,SANTO ANTÔNIO DE POSSE
19,SP,SANTA RITA DO PASSA QUATRO
19,SP,SANTA MARIA DA SERRA
19,SP,SANTA GERTRUDES
19,SP,SANTA CRUZ DAS PALMEIRAS
19,SP,SANTA CRUZ DA CONCEIÇÃO
19,SP,SANTA BÁRBARA D'OESTE
19,SP,SALTINHO
19,SP,RIO DAS PEDRAS
19,SP,RIO CLARO
19,SP,RAFARD
19,SP,PORTO FERREIRA
19,SP,PIRASSUNUNGA
19,SP,PIRACICABA
19,SP,PEDREIRA
19,SP,PAULÍNIA
19,SP,NOVA ODESSA
19,SP,MONTE MOR
19,SP,MONTE ALEGRE DO SUL
19,SP,MOMBUCA
19,SP,MOCOCA
19,SP,LOUVEIRA
19,SP,LINDÓIA
19,SP,LIMEIRA
19,SP,LEME
19,SP,JAGUARIÚNA
19,SP,ITOBI
19,SP,ITIRAPINA
19,SP,ITAPIRA
19,SP,IRACEMÁPOLIS
19,SP,IPEÚNA
19,SP,INDAIATUBA
19,SP,HORTOLÂNDIA
19,SP,HOLAMBRA
19,SP,ESPÍRITO SANTO DO PINHAL
19,SP,ENGENHEIRO COELHO
19,SP,ELIAS FAUSTO
19,SP,DIVINOLÂNDIA
19,SP,DESCALVADO
19,SP,COSMÓPOLIS
19,SP,CORUMBATAÍ
19,SP,CORDEIRÓPOLIS
19,SP,CONCHAL
19,SP,CHARQUEADA
19,SP,CASA BRANCA
19,SP,CAPIVARI
19,SP,CAMPINAS
19,SP,CACONDE
19,SP,ARTUR NOGUEIRA
19,SP,ARARAS
19,SP,ANALÂNDIA
19,SP,AMPARO
19,SP,AMERICANA
19,SP,ÁGUAS DE SÃO PEDRO
19,SP,ÁGUAS DE LINDÓIA
19,SP,ÁGUAS DA PRATA
19,SP,AGUAÍ
21,RJ,TERESÓPOLIS
21,RJ,TANGUÁ
21,RJ,SEROPÉDICA
21,RJ,SÃO JOÃO DE MERITI
21,RJ,SÃO GONÇALO
21,RJ,RIO DE JANEIRO
21,RJ,RIO BONITO
21,RJ,QUEIMADOS
21,RJ,PARACAMBI
21,RJ,NOVA IGUAÇU
21,RJ,NITERÓI
21,RJ,NILÓPOLIS
21,RJ,MESQUITA
21,RJ,MARICÁ
21,RJ,MANGARATIBA
21,RJ,MAGÉ
21,RJ,JAPERI
21,RJ,ITAGUAÍ
21,RJ,ITABORAÍ
21,RJ,GUAPIMIRIM
21,RJ,DUQUE DE CAXIAS
21,RJ,CACHOEIRAS DE MACACU
21,RJ,BELFORD ROXO
22,RJ,TRAJANO DE MORAIS
22,RJ,ARMAÇÃO DE BÚZIOS
22,RJ,VARRE-SAI
22,RJ,SUMIDOURO
22,RJ,SILVA JARDIM
22,RJ,SAQUAREMA
22,RJ,SÃO SEBASTIÃO DO ALTO
22,RJ,SÃO PEDRO DA ALDEIA
22,RJ,SÃO JOSÉ DE UBÁ
22,RJ,SÃO JOÃO DA BARRA
22,RJ,SÃO FIDÉLIS
22,RJ,SÃO FRANCISCO DE ITABAPOANA
22,RJ,SANTO ANTÔNIO DE PÁDUA
22,RJ,SANTA MARIA MADALENA
22,RJ,RIO DAS OSTRAS
22,RJ,QUISSAMÃ
22,RJ,PORCIÚNCULA
22,RJ,NOVA FRIBURGO
22,RJ,NATIVIDADE
22,RJ,MIRACEMA
22,RJ,MACUCO
22,RJ,MACAÉ
22,RJ,LAJE DO MURIAÉ
22,RJ,ITAPERUNA
22,RJ,ITAOCARA
22,RJ,ITALVA
22,RJ,IGUABA GRANDE
22,RJ,DUAS BARRAS
22,RJ,CORDEIRO
22,RJ,CONCEIÇÃO DE MACABU
22,RJ,CASIMIRO DE ABREU
22,RJ,CARMO
22,RJ,CARDOSO MOREIRA
22,RJ,CANTAGALO
22,RJ,CAMPOS DOS GOYTACAZES
22,RJ,CARAPEBUS
22,RJ,CAMBUCI
22,RJ,CABO FRIO
22,RJ,BOM JESUS DO ITABAPOANA
22,RJ,BOM JARDIM
22,RJ,ARRAIAL DO CABO
22,RJ,ARARUAMA
22,RJ,APERIBÉ
24,RJ,PARATI
24,RJ,VOLTA REDONDA
24,RJ,VASSOURAS
24,RJ,VALENÇA
24,RJ,TRÊS RIOS
24,RJ,SAPUCAIA
24,RJ,SÃO JOSÉ DO VALE DO RIO PRETO
24,RJ,RIO DAS FLORES
24,RJ,RIO CLARO
24,RJ,RESENDE
24,RJ,QUATIS
24,RJ,PORTO REAL
24,RJ,PIRAÍ
24,RJ,PINHEIRAL
24,RJ,PETRÓPOLIS
24,RJ,PATY DO ALFERES
24,RJ,PARAÍBA DO SUL
24,RJ,MIGUEL PEREIRA
24,RJ,MENDES
24,RJ,ITATIAIA
24,RJ,ENGENHEIRO PAULO DE FRONTIN
24,RJ,COMENDADOR LEVY GASPARIAN
24,RJ,BARRA MANSA
24,RJ,BARRA DO PIRAÍ
24,RJ,AREAL
24,RJ,ANGRA DOS REIS
27,ES,VITÓRIA
27,ES,VILA VELHA
27,ES,VILA VALÉRIO
27,ES,VILA PAVÃO
27,ES,VIANA
27,ES,SOORETAMA
27,ES,SERRA
27,ES,SÃO ROQUE DO CANAÃ
27,ES,SÃO MATEUS
27,ES,SÃO GABRIEL DA PALHA
27,ES,SÃO DOMINGOS DO NORTE
27,ES,SANTA TERESA
27,ES,SANTA MARIA DE JETIBÁ
27,ES,SANTA LEOPOLDINA
27,ES,RIO BANANAL
27,ES,PONTO BELO
27,ES,PINHEIROS
27,ES,PEDRO CANÁRIO
27,ES,PANCAS
27,ES,NOVA VENÉCIA
27,ES,MUCURICI
27,ES,MONTANHA
27,ES,MARILÂNDIA
27,ES,MARECHAL FLORIANO
27,ES,MANTENÓPOLIS
27,ES,LINHARES
27,ES,LARANJA DA TERRA
27,ES,JOÃO NEIVA
27,ES,JAGUARÉ
27,ES,ITARANA
27,ES,ITAGUAÇU
27,ES,IBIRAÇU
27,ES,GUARAPARI
27,ES,GOVERNADOR LINDENBERG
27,ES,FUNDÃO
27,ES,ECOPORANGA
27,ES,DOMINGOS MARTINS
27,ES,CONCEIÇÃO DA BARRA
27,ES,COLATINA
27,ES,CARIACICA
27,ES,BREJETUBA
27,ES,BOA ESPERANÇA
27,ES,BARRA DE SÃO FRANCISCO
27,ES,BAIXO GUANDU
27,ES,ARACRUZ
27,ES,ALTO RIO NOVO
27,ES,ALFREDO CHAVES
27,ES,ÁGUA DOCE DO NORTE
27,ES,ÁGUIA BRANCA
27,ES,AFONSO CLÁUDIO
28,ES,MARATAIZES
28,ES,VENDA NOVA DO IMIGRANTE
28,ES,VARGEM ALTA
28,ES,SÃO JOSÉ DO CALÇADO
28,ES,RIO NOVO DO SUL
28,ES,PRESIDENTE KENNEDY
28,ES,PIÚMA
28,ES,MUQUI
28,ES,MUNIZ FREIRE
28,ES,MIMOSO DO SUL
28,ES,JERÔNIMO MONTEIRO
28,ES,IÚNA
28,ES,ITAPEMIRIM
28,ES,IRUPI
28,ES,ICONHA
28,ES,IBITIRAMA
28,ES,IBATIBA
28,ES,GUAÇUÍ
28,ES,DORES DO RIO PRETO
28,ES,DIVINO DE SÃO LOURENÇO
28,ES,CONCEIÇÃO DO CASTELO
28,ES,CASTELO
28,ES,CACHOEIRO DE ITAPEMIRIM
28,ES,BOM JESUS DO NORTE
28,ES,ATILIO VIVACQUA
28,ES,APIACÁ
28,ES,ANCHIETA
28,ES,ALEGRE
31,MG,QUELUZITA
31,MG,VIÇOSA
31,MG,VESPASIANO
31,MG,URUCÂNIA
31,MG,TIMÓTEO
31,MG,TEIXEIRAS
31,MG,TAQUARAÇU DE MINAS
31,MG,SETE LAGOAS
31,MG,SERICITA
31,MG,SENHORA DE OLIVEIRA
31,MG,SEM-PEIXE
31,MG,SARZEDO
31,MG,SÃO SEBASTIÃO DO RIO PRETO
31,MG,SÃO MIGUEL DO ANTA
31,MG,SÃO JOSÉ DO GOIABAL
31,MG,SÃO JOSÉ DA LAPA
31,MG,SÃO JOAQUIM DE BICAS
31,MG,SÃO GONÇALO DO RIO ABAIXO
31,MG,SÃO DOMINGOS DO PRATA
31,MG,SÃO BRÁS DO SUAÇUÍ
31,MG,SANTO ANTÔNIO DO RIO ABAIXO
31,MG,SANTO ANTÔNIO DO GRAMA
31,MG,SANTANA DOS MONTES
31,MG,SANTANA DO RIACHO
31,MG,SANTANA DO PARAÍSO
31,MG,SANTANA DE PIRAPAMA
31,MG,SANTA MARIA DE ITABIRA
31,MG,SANTA MARGARIDA
31,MG,SANTA LUZIA
31,MG,SANTA CRUZ DO ESCALVADO
31,MG,SANTA BÁRBARA
31,MG,SABARÁ
31,MG,RIO PIRACICABA
31,MG,RIO MANSO
31,MG,RIO ESPERA
31,MG,RIO DOCE
31,MG,RIO CASCA
31,MG,RIO ACIMA
31,MG,RIBEIRÃO DAS NEVES
31,MG,RAPOSOS
31,MG,PRUDENTE DE MORAIS
31,MG,PORTO FIRME
31,MG,PONTE NOVA
31,MG,PIRANGA
31,MG,PIEDADE DOS GERAIS
31,MG,PIEDADE DE PONTE NOVA
31,MG,PEDRO LEOPOLDO
31,MG,PEDRA DO ANTA
31,MG,PEDRA BONITA
31,MG,PASSABÉM
31,MG,PARAOPEBA
31,MG,OURO PRETO
31,MG,OURO BRANCO
31,MG,ORATÓRIOS
31,MG,NOVA LIMA
31,MG,NOVA ERA
31,MG,MORRO DO PILAR
31,MG,MOEDA
31,MG,MATOZINHOS
31,MG,MATIPÓ
31,MG,MATEUS LEME
31,MG,MARLIÉRIA
31,MG,MÁRIO CAMPOS
31,MG,MARIANA
31,MG,LAMIM
31,MG,LAGOA SANTA
31,MG,JUATUBA
31,MG,NOVA UNIÃO
31,MG,JOÃO MONLEVADE
31,MG,JEQUITIBÁ
31,MG,JEQUERI
31,MG,JECEABA
31,MG,JAGUARAÇU
31,MG,JABOTICATUBAS
31,MG,ITAVERAVA
31,MG,ITATIAIUÇU
31,MG,ITAMBÉ DO MATO DENTRO
31,MG,ITAGUARA
31,MG,ITABIRITO
31,MG,ITABIRA
31,MG,IPATINGA
31,MG,IPABA
31,MG,INHAÚMA
31,MG,IGARAPÉ
